"subject","condition","stim_distance","stim_heading","stim_number","estimate_type","rt","subject_estimate","units_used","nswitches","time_in_SL","time_in_WL","firstview","lastview","first_instr","browserinfo","windowWidth","windowHeight","dist_meters","estimate_err"
"sub11","TOGGLE",200,-30,3,"Number","2372.24499997683",3,"",0,0,18909.944999963,"WL","WL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,3,0
"sub11","TOGGLE",150,-30,1,"Number","1917.85499989055",5,"",0,1745.20500004292,0,"SL","SL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,5,4
"sub11","TOGGLE",150,0,1,"Number","13609.2100001406",55,"",0,0,1339.32000002824,"WL","WL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,55,54
"sub11","TOGGLE",50,-10,6,"Number","1556.44499999471",6,"",0,1548.94499992952,0,"SL","SL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,6,0
"sub11","TOGGLE",75,-10,3,"Number","2113.50999982096",5,"",0,5942.64999986626,0,"SL","SL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,5,2
"sub11","TOGGLE",150,0,6,"Number","2676.08999996446",50,"",0,1551.070000045,0,"SL","SL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,50,44
"sub11","TOGGLE",25,-30,1,"Number","3563.98999993689",5,"",0,0,41809.254999971,"WL","WL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,5,4
"sub11","TOGGLE",200,0,1,"Number","2814.6349999588",5,"",0,0,1737.88999998942,"WL","WL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,5,4
"sub11","TOGGLE",75,-30,3,"Number","1172.22500010394",5,"",0,0,1422.83499985933,"WL","WL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,5,2
"sub11","TOGGLE",75,-20,3,"Number","1452.02500000596",4,"",0,902.084999950603,0,"SL","SL","WL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1529,729,4,1
"sub13","SL",100,-30,3,"Number","28305.1449991763",3,"",0,4924.94999989867,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",150,-20,3,"Number","3732.23000019789",3,"",0,5379.6250000596,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",150,0,3,"Number","2769.02000047266",3,"",0,3023.74000009149,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",50,0,3,"Number","5482.13999997824",3,"",0,2291.19999986142,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",50,-30,3,"Number","2676.65999941528",2,"",0,3449.3900006637,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,2,-1
"sub13","SL",100,0,6,"Number","8707.84499961883",4,"",0,12497.9950003326,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",200,-10,1,"Number","5460.2049998939",1,"",0,5300.97499955446,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",200,-30,1,"Number","3415.90999998152",1,"",0,8072.34499976039,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",75,-20,3,"Number","3871.31499964744",3,"",0,7018.29499937594,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",75,-10,3,"Number","3550.64999964088",3,"",0,5070.8799995482,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,0,1,"Number","3409.65500008315",1,"",0,3700.26999991387,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",200,0,6,"Number","6362.90999967605",6,"",0,7146.77000045776,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",15,-10,3,"Number","2283.33000000566",3,"",0,6568.9899995923,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",50,-10,6,"Number","2159.78999994695",5,"",0,6951.57499983907,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,5,-1
"sub13","SL",50,-20,6,"Number","2211.16000041366",6,"",0,8859.52499974519,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",75,-30,6,"Number","2977.28500049561",6,"",0,6335.64999978989,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",25,-30,1,"Number","2079.11999989301",1,"",0,2718.02000049502,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",25,-30,6,"Number","2482.52499941736",3,"",0,2744.58499997854,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,-3
"sub13","SL",200,-20,1,"Number","2010.19500009716",1,"",0,2479.63999956846,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",15,0,3,"Number","2419.51500065625",4,"",0,5086.58500015736,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,1
"sub13","SL",15,-30,3,"Number","3727.50000003725",3,"",0,4294.63499970734,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",200,-10,6,"Number","3607.6099993661",6,"",0,6864.01999928057,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",25,-20,1,"Number","3447.30500038713",1,"",0,6439.97000064701,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",100,-30,6,"Number","2095.68499960005",6,"",0,7878.43499984592,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",25,-10,3,"Number","2497.14000057429",3,"",0,5607.90999978781,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,-20,3,"Number","2394.74999997765",3,"",0,3973.59499987215,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,-20,6,"Number","1998.49999975413",5,"",0,6178.91000024974,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,5,-1
"sub13","SL",100,-10,3,"Number","2329.04499955475",3,"",0,4258.8049992919,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",50,0,6,"Number","1894.44500021636",6,"",0,6180.06000015885,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",15,-10,1,"Number","2616.79999995977",1,"",0,3049.75500050932,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",75,0,1,"Number","2643.84000003338",1,"",0,2495.89499924332,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",75,-20,1,"Number","2175.57500023395",1,"",0,5912.89500053972,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",50,0,1,"Number","2387.67999969423",1,"",0,5465.85000026971,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",25,-30,3,"Number","2677.18999926001",3,"",0,5538.39999996126,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",25,-20,6,"Number","4605.86499981582",4,"",0,6730.53999990225,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",150,-30,1,"Number","1876.07000023127",1,"",0,3541.60500038415,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",150,-30,3,"Number","2112.09500022233",3,"",0,3990.95000047237,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",200,0,3,"Number","2852.03000064939",4,"",0,4534.81500037014,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,1
"sub13","SL",150,-20,6,"Number","2078.35999969393",5,"",0,13033.9649999514,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,5,-1
"sub13","SL",15,0,6,"Number","2297.14999999851",4,"",0,6654.00500036776,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",100,0,3,"Number","2031.6800000146",3,"",0,5286.15500032902,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,-10,6,"Number","3067.18999985605",6,"",0,6430.71000091732,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",75,0,6,"Number","2290.24500027299",6,"",0,11109.980000183,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",25,0,3,"Number","2713.41999992728",3,"",0,3934.84999984503,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",50,-10,3,"Number","2643.9299993217",3,"",0,4470.72499990463,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",75,-30,3,"Number","3340.52999969572",3,"",0,3574.10500012338,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,-10,1,"Number","2139.85500019044",1,"",0,2721.99500072747,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",200,-10,3,"Number","2212.33000047505",3,"",0,5194.67999972403,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",100,-20,1,"Number","3116.10999982804",1,"",0,3719.68000009656,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",150,-30,6,"Number","2393.69500055909",6,"",0,9391.90500043333,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",150,-10,1,"Number","2109.73499994725",1,"",0,6389.87999968231,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",25,-20,3,"Number","2973.58500026166",3,"",0,3518.91499944031,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",200,-20,6,"Number","3229.09000050277",6,"",0,9427.78499983251,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",25,0,1,"Number","2963.44499941915",1,"",0,5473.91999978572,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",150,0,1,"Number","3508.21000058204",1,"",0,3223.105000332,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",150,-10,6,"Number","3656.43000043929",6,"",0,9301.99500080198,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",75,-30,1,"Number","5773.88999983668",2,"",0,5301.47000029683,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,2,1
"sub13","SL",150,0,6,"Number","2673.53000026196",5,"",0,4814.42499998957,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,5,-1
"sub13","SL",25,0,6,"Number","3039.4749995321",4,"",0,3623.37000016123,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",25,-10,1,"Number","2297.29000013322",1,"",0,7568.25499981642,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",50,-20,1,"Number","2897.07500021905",2,"",0,3104.09499984235,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,2,1
"sub13","SL",150,-20,1,"Number","2499.54000022262",1,"",0,5196.51999976486,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",15,-10,6,"Number","2672.13500011712",6,"",0,20066.7350003496,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",50,-30,6,"Number","2945.39000000805",6,"",0,8205.79999964684,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",100,-30,1,"Number","2220.12499999255",1,"",0,2698.39000049978,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",25,-10,6,"Number","3079.97499965131",4,"",0,11421.1300006136,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",15,-30,6,"Number","2077.86499988288",4,"",0,6711.82500012219,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,-2
"sub13","SL",75,0,3,"Number","2386.59499958158",3,"",0,3145.15499956906,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",15,-20,1,"Number","2400.90999938548",1,"",0,2374.54999983311,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",200,0,1,"Number","2123.50999936461",1,"",0,4870.14999985695,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",15,-20,6,"Number","2492.21500009298",6,"",0,5096.25000040978,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",200,-30,3,"Number","2840.37000034004",3,"",0,4492.41000041366,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",75,-20,6,"Number","2218.3199999854",6,"",0,6216.69999975711,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",75,-10,1,"Number","1577.80000008643",1,"",0,6328.62499915063,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",50,-10,1,"Number","1860.05999986082",1,"",0,2123.79499990493,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",200,-30,6,"Number","3594.29999999702",6,"",0,4978.59499976039,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub13","SL",50,-20,3,"Number","2927.49999929219",3,"",0,4215.04999976605,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",200,-20,3,"Number","1651.96499973536",3,"",0,4294.16000004858,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",15,-20,3,"Number","1931.06000032276",4,"",0,7207.53499958664,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,4,1
"sub13","SL",15,0,1,"Number","2557.31000006199",1,"",0,2534.51000060886,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",15,-30,1,"Number","1949.79999959469",1,"",0,3181.79500009865,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,1,0
"sub13","SL",50,-30,1,"Number","2047.09499981254",2,"",0,6324.58000071347,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,2,1
"sub13","SL",150,-10,3,"Number","1932.66499973834",3,"",0,4567.06000026315,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,3,0
"sub13","SL",75,-10,6,"Number","2881.38000015169",6,"",0,6149.07999988645,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1845,881,6,0
"sub16","WL",15,0,1,"Number","4279",1,"",0,0,8392,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,1,0
"sub16","WL",100,-30,3,"Number","2512",3,"",0,0,3052,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,3,0
"sub16","WL",100,-20,6,"Number","2087",6,"",0,0,5366,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,6,0
"sub16","WL",25,-20,3,"Number","1978",3,"",0,0,1790,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,3,0
"sub16","WL",150,-10,3,"Number","1928",3,"",0,0,4362,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,3,0
"sub16","WL",25,-20,1,"Number","1887",1,"",0,0,1935,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,1,0
"sub16","WL",25,-30,3,"Number","1791",3,"",0,0,1558,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,3,0
"sub16","WL",50,-10,6,"Number","1889",6,"",0,0,3929,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,6,0
"sub16","WL",50,-20,6,"Number","1811",5,"",0,0,2173,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,5,-1
"sub16","WL",25,-10,1,"Number","1856",1,"",0,0,1345,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1418,800,1,0
