"subject","condition","stim_distance","stim_heading","stim_number","estimate_type","rt","subject_estimate","units_used","nswitches","time_in_SL","time_in_WL","firstview","lastview","first_instr","browserinfo","windowWidth","windowHeight","dist_meters","estimate_err"
"sub7","WL",25,-10,6,"Number","2297.5449999794364",6,"",0,0,8452.37999991514,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",75,-30,6,"Number","2050.0499999616295",6,"",0,0,12404.749999987,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",75,0,6,"Number","3212.8900000825524",5,"",0,0,8168.21000003256,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,5,-1
"sub7","WL",75,-10,1,"Number","2259.3699998687953",1,"",0,0,7304.1399999056,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",200,-20,1,"Number","2609.889999963343",1,"",0,0,9767.06999982707,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",200,-10,1,"Number","2829.935000045225",1,"",0,0,6435.70500006899,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",50,-30,1,"Number","1937.85999994725",1,"",0,0,5611.31000006571,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",25,-10,1,"Number","1912.955000065267",1,"",0,0,7879.22499980778,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",25,-20,6,"Number","2268.184999935329",6,"",0,0,5565.12499996461,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-30,3,"Number","3681.174999801442",2,"",0,0,5306.15000007674,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,2,-1
"sub7","WL",100,-10,3,"Number","2056.9350000005215",3,"",0,0,5366.91999994218,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",15,0,1,"Number","1825.694999890402",1,"",0,0,3259.68999997713,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",150,-10,6,"Number","1823.0200000107288",6,"",0,0,4681.41499999911,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,0,3,"Number","2090.254999930039",3,"",0,0,4222.43000008166,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",50,0,1,"Number","1515.8250001259148",1,"",0,0,3554.46999985725,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",100,-20,6,"Number","1665.1749999728054",6,"",0,0,3501.09499995597,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-30,6,"Number","1759.6250001806766",6,"",0,0,4928.79999987781,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-10,3,"Number","2230.7250001467764",3,"",0,0,3306.8150000181,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",75,-30,3,"Number","1869.5950000546873",3,"",0,0,2980.05500016734,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",75,0,3,"Number","1864.3900000024587",3,"",0,0,5471.20999987237,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",150,0,3,"Number","1613.4450000245124",3,"",0,0,6009.6200001426,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",200,-20,3,"Number","3227.750000078231",3,"",0,0,3962.09999988787,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",75,-20,3,"Number","2474.129999987781",3,"",0,0,3044.85499998555,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",15,-30,6,"Number","1972.7499999571592",6,"",0,0,4403.22500001639,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",150,-30,3,"Number","2766.889999853447",3,"",0,0,3723.25500007719,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",50,-20,3,"Number","2105.424999957904",3,"",0,0,3050.40500010364,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",25,-10,3,"Number","2145.024999976158",3,"",0,0,4099.60999991745,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",15,-20,6,"Number","1896.0249999072403",6,"",0,0,4292.8649999667,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-20,6,"Number","2009.9249999038875",5,"",0,0,7460.84999991581,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,5,-1
"sub7","WL",75,-30,1,"Number","1585.5000000447035",1,"",0,0,3296.73500009812,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",50,0,6,"Number","2063.9799998607486",5,"",0,0,5326.54999988154,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,5,-1
"sub7","WL",100,-30,6,"Number","2011.6699999198318",6,"",0,0,5638.66499997675,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",200,0,1,"Number","2470.3200000803918",1,"",0,0,4273.02500000224,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",25,-30,1,"Number","2284.4899999909103",1,"",0,0,3062.26500007324,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",25,-20,3,"Number","2001.8450000789016",3,"",0,0,5309.48999989778,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",200,0,3,"Number","1830.2350000012666",3,"",0,0,7047.93999996036,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",200,-30,3,"Number","1804.2999999597669",3,"",0,0,5013.82999983616,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",200,-30,6,"Number","2545.5200001597404",4,"",0,0,8072.39500014111,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,4,-2
"sub7","WL",15,-30,3,"Number","1917.9950000252575",3,"",0,0,4979.19000010006,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",100,-20,3,"Number","2517.6149997860193",3,"",0,0,3561.63500016555,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",75,-10,3,"Number","2077.1500000264496",3,"",0,0,3581.12500002608,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",25,-30,3,"Number","2227.8849999420345",3,"",0,0,3011.88499992713,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",100,-10,6,"Number","2706.7100000567734",5,"",0,0,6936.37999985367,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,5,-1
"sub7","WL",100,-30,3,"Number","2128.9749999996275",3,"",0,0,2663.79000013694,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",25,0,3,"Number","2249.3749998975545",3,"",0,0,2389.024999924,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",150,-30,6,"Number","2247.264999896288",6,"",0,0,3298.56000002474,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-10,6,"Number","2603.215000126511",6,"",0,0,3638.32499994896,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",15,0,6,"Number","2256.844999967143",6,"",0,0,2718.27000007033,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",50,-20,1,"Number","1720.919999992475",1,"",0,0,3021.27499994822,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",25,0,1,"Number","2347.5250001065433",1,"",0,0,2636.53999986127,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",75,0,1,"Number","2075.385000091046",1,"",0,0,2410.28499999084,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",15,-10,6,"Number","1577.430000063032",6,"",0,0,2068.80499981344,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",75,-20,6,"Number","1621.5699999593198",6,"",0,0,2455.1550000906,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",100,-10,1,"Number","1553.1699999701232",1,"",0,0,2869.65000000782,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",50,-10,1,"Number","2223.524999804795",1,"",0,0,2377.57499981672,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",150,-20,6,"Number","2013.7499999254942",6,"",0,0,2535.21999996156,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",75,-10,6,"Number","1592.4700000323355",6,"",0,0,3559.4000001438,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,6,0
"sub7","WL",200,0,6,"Number","1761.8200001306832",5,"",0,0,11040.3099998366,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,5,-1
"sub7","WL",15,-10,3,"Number","2187.2950000688434",3,"",0,0,2255.08500006981,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",200,-10,3,"Number","1945.2400000300258",3,"",0,0,5054.79500000365,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,3,0
"sub7","WL",100,-20,1,"Number","1962.4099999200553",1,"",0,0,3017.43000000715,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",150,0,1,"Number","1562.8649999853224",1,"",0,0,3163.8100000564,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub7","WL",150,-30,1,"Number","2067.934999940917",1,"",0,0,4625.41499990039,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1137,663,1,0
"sub8","TOGGLE",150,-10,6,"Number","11817.3799999058",6,"",4,21254.4499998912,27271.5349998325,"SL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",100,0,1,"Number","3153.30999996513",1,"",2,1584.73999984562,3605.12999957427,"WL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",15,-30,3,"Number","2908.47499994561",3,"",2,2316.98000011966,5037.76000021026,"WL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",200,-10,6,"Number","2964.73499992862",6,"",1,9315.11999992654,3073.93499976024,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",15,-10,1,"Number","3040.5699997209",1,"",1,2843.18500012159,2096.7099997215,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",200,-30,1,"Number","2702.35499972478",1,"",0,2105.88499996811,0,"SL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",50,0,3,"Number","2765.55999973789",3,"",1,2092.91000012308,3098.62500010058,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",50,0,1,"Number","2955.08999982849",1,"",1,9188.16999997944,4691.3450001739,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",25,-20,3,"Number","2831.87999995425",3,"",1,2984.85000012442,2454.50500026345,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",150,-10,3,"Number","2808.86500002816",3,"",1,3666.7450000532,1895.62499988824,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",100,-30,6,"Number","2296.84499977157",6,"",1,2850.26999982074,5737.08000034094,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",25,-20,1,"Number","2657.31499996036",1,"",1,2329.8650002107,3074.12999961525,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",15,0,6,"Number","2904.38500000164",6,"",0,0,6077.40499963984,"WL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",150,-20,1,"Number","2558.28499980271",1,"",1,2290.37000006065,3235.48999987543,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",100,-20,1,"Number","2528.51499989629",1,"",2,5933.49999981001,12275.4850001074,"WL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",200,0,1,"Number","2569.61999973282",1,"",1,2087.4449997209,2588.17999996245,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",15,-20,6,"Number","2716.75000013784",6,"",1,2116.36999994516,5491.36500013992,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",25,-30,1,"Number","2596.93499980494",1,"",1,1741.17999989539,1845.87999992073,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",15,-30,1,"Number","2500.68000005558",1,"",1,1704.85500013456,1925.10499991477,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",50,-10,3,"Number","2549.72499981523",3,"",1,2430.90500030667,2468.23500003666,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",200,-20,6,"Number","3375.02499995753",5,"",1,4536.20499977842,10099.739999976,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,5,-1
"sub8","TOGGLE",150,-10,1,"Number","2417.53500001505",1,"",1,2115.26999995112,2950.69500012323,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",150,-30,3,"Number","2785.02499964088",3,"",1,2558.45999997109,2756.38499995694,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",150,0,3,"Number","3315.64999977127",3,"",1,1935.95000030473,4533.53999974206,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",75,0,6,"Number","2688.19000013173",6,"",1,5802.70499968901,7060.14999980107,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",150,-20,6,"Number","2692.34499987215",6,"",2,6401.16999996826,6790.40999989957,"SL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",25,0,1,"Number","2565.1150001213",1,"",1,3299.6249999851,1559.28499996662,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",100,-30,3,"Number","2614.30499982089",3,"",1,2396.23000007123,2500.89999986812,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",200,-30,3,"Number","2328.26500013471",3,"",1,5645.58999985456,6398.12000002712,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",200,-10,1,"Number","2504.67499997467",1,"",1,3298.10999985784,2620.0100001879,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
"sub8","TOGGLE",15,-10,3,"Number","2606.31499998271",3,"",0,0,3508.29999987036,"WL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",25,-30,3,"Number","2487.99500009045",3,"",1,1827.37499987707,2519.58000008017,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",200,-10,3,"Number","2339.91499990225",3,"",1,2686.59000005573,8552.19999980181,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",150,-20,3,"Number","2598.51499972865",3,"",1,2533.40000007302,3479.3250001967,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,3,0
"sub8","TOGGLE",25,-30,6,"Number","2676.6550000757",6,"",1,2007.38500012085,5505.7200002484,"WL","SL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,6,0
"sub8","TOGGLE",150,-30,1,"Number","2230.02499993891",1,"",1,2652.59499987587,2413.17000007257,"SL","WL","SL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",1470,690,1,0
