"subject","15","25","50","75","100","150","200"
"sub12",0.0833333333333333,0,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.416666666666667
"sub15",215.416666666667,90.3333333333333,156.916666666667,112.75,159.083333333333,112.083333333333,109.416666666667
"sub5",0.666666666666667,0.666666666666667,0.25,0.0833333333333333,0.166666666666667,0.166666666666667,0
"sub11",1,5.5,8.75,1.75,1.58333333333333,16.9166666666667,9.66666666666667
"sub13",0.5,0.75,0.333333333333333,0.0833333333333333,0.25,0.166666666666667,0.0833333333333333
"sub16",0,2.58333333333333,0.25,0.0833333333333333,0.166666666666667,0.0833333333333333,0.416666666666667
"sub2",6.5,8.25,25.5,26.0833333333333,46.4166666666667,52.9166666666667,68.5
"sub4",0.416666666666667,0.5,0.166666666666667,0,0.166666666666667,3.08333333333333,0
"sub7",0,0,0.25,0.0833333333333333,0.166666666666667,0.0833333333333333,0.416666666666667
"sub8",0,0,0.25,0,0,0.0833333333333333,0.0833333333333333
"sub9",0.833333333333333,0.916666666666667,0.583333333333333,0.0833333333333333,0.166666666666667,0.25,0.0833333333333333
"sub3",31.0833333333333,13.5,17.5,35.1666666666667,16.25,16.1666666666667,32.4166666666667
"sub6",0,0,0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333
"sub10",0,0,0.333333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,0.416666666666667
"sub14",0.583333333333333,0.75,0.333333333333333,0.166666666666667,0.0833333333333333,0.25,0
"sub1",0.833333333333333,0.916666666666667,0.5,0.166666666666667,0.0833333333333333,0.416666666666667,0.0833333333333333
